dataset,instance_index,depot,budget_miles,algorithm,collected_prize_excluding_depot,java_raw_prize_including_depot,route_distance_miles,runtime_ms,route
"Capital_Cities.txt",0,"Albany,NY",10000,"Greedy 1",1100,1300,9950.422715,0.030667,"Albany,NY -> Annapolis,MD -> Cheyenne,WY -> Nashville,TN -> Helena,MT -> Salem,OR -> Indianapolis,IN -> OklahomaCity,OK -> Atlanta,GA -> Columbia,SC -> Columbus,OH -> Augusta,ME -> Concord,NH -> Providence,RI -> Boston,MA -> Hartford,CT -> Albany,NY"
"Capital_Cities.txt",0,"Albany,NY",10000,"Greedy 2",1965,2165,9926.963809,0.111708,"Albany,NY -> Concord,NH -> Augusta,ME -> Providence,RI -> Boston,MA -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Columbus,OH -> Indianapolis,IN -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Raleigh,NC -> Richmond,VA -> Lansing,MI -> Springfield,IL -> JeffersonCity,MO -> OklahomaCity,OK -> Austin,TX -> Jackson,MS -> BatonRouge,LA -> Tallahassee,FL -> Montgomery,AL -> LittleRock,AR -> Topeka,KS -> Lincoln,NE -> DesMoines,IA -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> SaltLakeCity,UT -> Pierre,SD -> Madison,WI -> Albany,NY"
"Capital_Cities.txt",0,"Albany,NY",10000,"P-MARL",2156,2356,9967.033791,4731.461750,"Albany,NY -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Harrisburg,PA -> Columbus,OH -> Indianapolis,IN -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Raleigh,NC -> Richmond,VA -> Lansing,MI -> Springfield,IL -> JeffersonCity,MO -> Topeka,KS -> Lincoln,NE -> DesMoines,IA -> Pierre,SD -> Bismarck,ND -> Helena,MT -> Boise,ID -> SaltLakeCity,UT -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> OklahomaCity,OK -> Austin,TX -> BatonRouge,LA -> Jackson,MS -> LittleRock,AR -> Tallahassee,FL -> Montgomery,AL -> Frankfort,KY -> Charleston,WV -> Concord,NH -> Augusta,ME -> Providence,RI -> Boston,MA -> Hartford,CT -> Albany,NY"
"Capital_Cities.txt",1,"Annapolis,MD",10000,"Greedy 1",989,1185,9966.708272,0.031542,"Annapolis,MD -> Albany,NY -> Cheyenne,WY -> Nashville,TN -> Helena,MT -> Salem,OR -> Indianapolis,IN -> OklahomaCity,OK -> Atlanta,GA -> Columbia,SC -> Columbus,OH -> Springfield,IL -> Frankfort,KY -> Charleston,WV -> Annapolis,MD"
"Capital_Cities.txt",1,"Annapolis,MD",10000,"Greedy 2",1979,2175,9916.047411,0.123334,"Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Augusta,ME -> Providence,RI -> Boston,MA -> Columbus,OH -> Indianapolis,IN -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Raleigh,NC -> Richmond,VA -> Lansing,MI -> Springfield,IL -> JeffersonCity,MO -> OklahomaCity,OK -> Austin,TX -> Jackson,MS -> BatonRouge,LA -> Tallahassee,FL -> Montgomery,AL -> LittleRock,AR -> Topeka,KS -> Lincoln,NE -> DesMoines,IA -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> SaltLakeCity,UT -> Pierre,SD -> Madison,WI -> Harrisburg,PA -> Annapolis,MD"
"Capital_Cities.txt",1,"Annapolis,MD",10000,"P-MARL",2112,2308,9689.629451,4744.339667,"Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Boston,MA -> Providence,RI -> Augusta,ME -> Indianapolis,IN -> Springfield,IL -> JeffersonCity,MO -> Topeka,KS -> Lincoln,NE -> DesMoines,IA -> Pierre,SD -> Bismarck,ND -> Helena,MT -> Boise,ID -> SaltLakeCity,UT -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> OklahomaCity,OK -> Austin,TX -> BatonRouge,LA -> Jackson,MS -> LittleRock,AR -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Raleigh,NC -> Richmond,VA -> Columbus,OH -> Lansing,MI -> Madison,WI -> Frankfort,KY -> Charleston,WV -> Harrisburg,PA -> Hartford,CT -> Annapolis,MD"
"Capital_Cities.txt",2,"Atlanta,GA",10000,"Greedy 1",903,1071,9827.821867,0.049125,"Atlanta,GA -> Albany,NY -> Annapolis,MD -> Cheyenne,WY -> Nashville,TN -> Helena,MT -> Salem,OR -> Indianapolis,IN -> OklahomaCity,OK -> Columbia,SC -> Tallahassee,FL -> Montgomery,AL -> Atlanta,GA"
"Capital_Cities.txt",2,"Atlanta,GA",10000,"Greedy 2",1899,2067,9849.827063,0.105083,"Atlanta,GA -> Nashville,TN -> Indianapolis,IN -> Columbus,OH -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Augusta,ME -> Providence,RI -> Boston,MA -> Columbia,SC -> Raleigh,NC -> Richmond,VA -> Lansing,MI -> Springfield,IL -> JeffersonCity,MO -> OklahomaCity,OK -> Austin,TX -> Jackson,MS -> BatonRouge,LA -> Tallahassee,FL -> Montgomery,AL -> LittleRock,AR -> Topeka,KS -> Lincoln,NE -> DesMoines,IA -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> SaltLakeCity,UT -> Atlanta,GA"
"Capital_Cities.txt",2,"Atlanta,GA",10000,"P-MARL",2166,2334,9861.668612,4781.029666,"Atlanta,GA -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Boston,MA -> Providence,RI -> Augusta,ME -> Columbus,OH -> Indianapolis,IN -> Frankfort,KY -> Nashville,TN -> Jackson,MS -> BatonRouge,LA -> Austin,TX -> OklahomaCity,OK -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> SaltLakeCity,UT -> Helena,MT -> Boise,ID -> Salem,OR -> Olympia,WA -> Bismarck,ND -> Pierre,SD -> Lincoln,NE -> Topeka,KS -> JeffersonCity,MO -> Springfield,IL -> DesMoines,IA -> Madison,WI -> Lansing,MI -> Columbia,SC -> Atlanta,GA"
"Capital_Cities.txt",3,"Augusta,ME",10000,"Greedy 1",1123,1271,9931.431737,0.032250,"Augusta,ME -> Albany,NY -> Annapolis,MD -> Cheyenne,WY -> Nashville,TN -> Helena,MT -> Salem,OR -> Indianapolis,IN -> OklahomaCity,OK -> Atlanta,GA -> Columbia,SC -> Columbus,OH -> Concord,NH -> Providence,RI -> Boston,MA -> Augusta,ME"
"Capital_Cities.txt",3,"Augusta,ME",10000,"Greedy 2",1930,2078,9992.049075,0.123666,"Augusta,ME -> Concord,NH -> Albany,NY -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Providence,RI -> Boston,MA -> Columbus,OH -> Indianapolis,IN -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Raleigh,NC -> Richmond,VA -> Lansing,MI -> Springfield,IL -> JeffersonCity,MO -> OklahomaCity,OK -> Austin,TX -> Jackson,MS -> BatonRouge,LA -> Tallahassee,FL -> Montgomery,AL -> LittleRock,AR -> Topeka,KS -> Lincoln,NE -> DesMoines,IA -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> Pierre,SD -> Bismarck,ND -> SaintPaul,MN -> Montpelier,VT -> Augusta,ME"
"Capital_Cities.txt",3,"Augusta,ME",10000,"P-MARL",1857,2005,9610.582862,4615.715417,"Augusta,ME -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Harrisburg,PA -> Columbus,OH -> Indianapolis,IN -> Springfield,IL -> JeffersonCity,MO -> Topeka,KS -> Lincoln,NE -> DesMoines,IA -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> Phoenix,AZ -> SaltLakeCity,UT -> Helena,MT -> BatonRouge,LA -> Jackson,MS -> LittleRock,AR -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Raleigh,NC -> Richmond,VA -> Providence,RI -> Boston,MA -> Albany,NY -> Concord,NH -> Lansing,MI -> Hartford,CT -> Montpelier,VT -> Augusta,ME"
"Capital_Cities.txt",4,"Austin,TX",10000,"Greedy 1",869,999,9990.037123,0.031958,"Austin,TX -> Albany,NY -> Annapolis,MD -> Cheyenne,WY -> Nashville,TN -> Helena,MT -> Salem,OR -> Indianapolis,IN -> OklahomaCity,OK -> Jackson,MS -> BatonRouge,LA -> Austin,TX"
"Capital_Cities.txt",4,"Austin,TX",10000,"Greedy 2",2078,2208,9965.183047,0.099250,"Austin,TX -> OklahomaCity,OK -> JeffersonCity,MO -> Springfield,IL -> Indianapolis,IN -> Columbus,OH -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Augusta,ME -> Providence,RI -> Boston,MA -> Lansing,MI -> Madison,WI -> DesMoines,IA -> Lincoln,NE -> Topeka,KS -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> SaltLakeCity,UT -> Helena,MT -> Salem,OR -> Olympia,WA -> Boise,ID -> Phoenix,AZ -> Jackson,MS -> Austin,TX"
"Capital_Cities.txt",4,"Austin,TX",10000,"P-MARL",1726,1856,9827.959913,4700.359583,"Austin,TX -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Augusta,ME -> Providence,RI -> Boston,MA -> Hartford,CT -> Richmond,VA -> Raleigh,NC -> Columbia,SC -> Atlanta,GA -> Nashville,TN -> Jackson,MS -> BatonRouge,LA -> LittleRock,AR -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> SaltLakeCity,UT -> Helena,MT -> Boise,ID -> Salem,OR -> Olympia,WA -> CarsonCity,NV -> Sacramento,CA -> OklahomaCity,OK -> Topeka,KS -> Austin,TX"
"Capital_Cities.txt",5,"BatonRouge,LA",10000,"Greedy 1",903,1003,9933.773134,0.027792,"BatonRouge,LA -> Albany,NY -> Annapolis,MD -> Cheyenne,WY -> Nashville,TN -> Helena,MT -> Salem,OR -> Indianapolis,IN -> OklahomaCity,OK -> Atlanta,GA -> Jackson,MS -> BatonRouge,LA"
"Capital_Cities.txt",5,"BatonRouge,LA",10000,"Greedy 2",2105,2205,9699.810550,0.095917,"BatonRouge,LA -> Jackson,MS -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Augusta,ME -> Providence,RI -> Boston,MA -> Columbus,OH -> Indianapolis,IN -> Springfield,IL -> JeffersonCity,MO -> OklahomaCity,OK -> Austin,TX -> SantaFe,NM -> Cheyenne,WY -> Denver,CO -> SaltLakeCity,UT -> Helena,MT -> Salem,OR -> Olympia,WA -> Boise,ID -> Phoenix,AZ -> Pierre,SD -> Lincoln,NE -> Topeka,KS -> LittleRock,AR -> BatonRouge,LA"
"Capital_Cities.txt",5,"BatonRouge,LA",10000,"P-MARL",2242,2342,9698.055895,4529.783125,"BatonRouge,LA -> Jackson,MS -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Raleigh,NC -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Boston,MA -> Providence,RI -> Augusta,ME -> Columbus,OH -> Indianapolis,IN -> Springfield,IL -> JeffersonCity,MO -> Topeka,KS -> Lincoln,NE -> DesMoines,IA -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> SaltLakeCity,UT -> Boise,ID -> Salem,OR -> Olympia,WA -> Helena,MT -> Bismarck,ND -> Pierre,SD -> OklahomaCity,OK -> Austin,TX -> LittleRock,AR -> Tallahassee,FL -> Montgomery,AL -> BatonRouge,LA"
"Capital_Cities.txt",6,"Bismarck,ND",10000,"Greedy 1",872,958,9875.822586,0.030583,"Bismarck,ND -> Albany,NY -> Annapolis,MD -> Cheyenne,WY -> Nashville,TN -> Helena,MT -> Salem,OR -> Indianapolis,IN -> OklahomaCity,OK -> JeffersonCity,MO -> Pierre,SD -> Bismarck,ND"
"Capital_Cities.txt",6,"Bismarck,ND",10000,"Greedy 2",2148,2234,9912.680129,0.102625,"Bismarck,ND -> Pierre,SD -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> OklahomaCity,OK -> JeffersonCity,MO -> Springfield,IL -> Indianapolis,IN -> Columbus,OH -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Augusta,ME -> Providence,RI -> Boston,MA -> Lansing,MI -> Madison,WI -> DesMoines,IA -> Lincoln,NE -> Topeka,KS -> Jackson,MS -> BatonRouge,LA -> Austin,TX -> SaltLakeCity,UT -> Helena,MT -> Salem,OR -> Olympia,WA -> Bismarck,ND"
"Capital_Cities.txt",6,"Bismarck,ND",10000,"P-MARL",1943,2029,9560.233363,4612.495500,"Bismarck,ND -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Boston,MA -> Providence,RI -> Augusta,ME -> Columbia,SC -> Atlanta,GA -> Nashville,TN -> Jackson,MS -> BatonRouge,LA -> Austin,TX -> OklahomaCity,OK -> Topeka,KS -> Lincoln,NE -> DesMoines,IA -> JeffersonCity,MO -> Springfield,IL -> Indianapolis,IN -> Columbus,OH -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> SaltLakeCity,UT -> Helena,MT -> Boise,ID -> Pierre,SD -> Bismarck,ND"
"Capital_Cities.txt",7,"Boise,ID",10000,"Greedy 1",745,819,9587.171580,0.027083,"Boise,ID -> Albany,NY -> Annapolis,MD -> Cheyenne,WY -> Nashville,TN -> Helena,MT -> Salem,OR -> OklahomaCity,OK -> SaltLakeCity,UT -> Boise,ID"
"Capital_Cities.txt",7,"Boise,ID",10000,"Greedy 2",2064,2138,9466.376436,0.102750,"Boise,ID -> Helena,MT -> SaltLakeCity,UT -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> OklahomaCity,OK -> JeffersonCity,MO -> Springfield,IL -> Indianapolis,IN -> Columbus,OH -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Augusta,ME -> Providence,RI -> Boston,MA -> Lansing,MI -> Madison,WI -> DesMoines,IA -> Lincoln,NE -> Topeka,KS -> Jackson,MS -> BatonRouge,LA -> Austin,TX -> LittleRock,AR -> Pierre,SD -> Bismarck,ND -> Boise,ID"
"Capital_Cities.txt",7,"Boise,ID",10000,"P-MARL",2033,2107,9703.492052,4400.449792,"Boise,ID -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> OklahomaCity,OK -> Topeka,KS -> Lincoln,NE -> DesMoines,IA -> JeffersonCity,MO -> Springfield,IL -> Indianapolis,IN -> Columbus,OH -> Lansing,MI -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Boston,MA -> Providence,RI -> Augusta,ME -> Nashville,TN -> Jackson,MS -> BatonRouge,LA -> Austin,TX -> LittleRock,AR -> Pierre,SD -> Bismarck,ND -> Helena,MT -> Salem,OR -> Olympia,WA -> SaltLakeCity,UT -> Boise,ID"
"Capital_Cities.txt",8,"Boston,MA",10000,"Greedy 1",1169,1225,9914.166860,0.033042,"Boston,MA -> Albany,NY -> Annapolis,MD -> Cheyenne,WY -> Nashville,TN -> Helena,MT -> Salem,OR -> Indianapolis,IN -> OklahomaCity,OK -> Atlanta,GA -> Columbia,SC -> Columbus,OH -> Augusta,ME -> Concord,NH -> Providence,RI -> Boston,MA"
"Capital_Cities.txt",8,"Boston,MA",10000,"Greedy 2",1998,2054,9995.342619,0.121042,"Boston,MA -> Providence,RI -> Albany,NY -> Concord,NH -> Augusta,ME -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Columbus,OH -> Indianapolis,IN -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Raleigh,NC -> Richmond,VA -> Lansing,MI -> Springfield,IL -> JeffersonCity,MO -> OklahomaCity,OK -> Austin,TX -> Jackson,MS -> BatonRouge,LA -> Tallahassee,FL -> Montgomery,AL -> LittleRock,AR -> Topeka,KS -> Lincoln,NE -> DesMoines,IA -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> Pierre,SD -> Bismarck,ND -> Madison,WI -> Montpelier,VT -> Boston,MA"
"Capital_Cities.txt",8,"Boston,MA",10000,"P-MARL",2051,2107,9923.297120,4701.800167,"Boston,MA -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Harrisburg,PA -> Columbus,OH -> Indianapolis,IN -> Springfield,IL -> JeffersonCity,MO -> DesMoines,IA -> Lincoln,NE -> Topeka,KS -> OklahomaCity,OK -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> Phoenix,AZ -> SaltLakeCity,UT -> Helena,MT -> Bismarck,ND -> Pierre,SD -> Jackson,MS -> BatonRouge,LA -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Raleigh,NC -> Richmond,VA -> Augusta,ME -> Albany,NY -> Providence,RI -> Concord,NH -> Lansing,MI -> Hartford,CT -> Boston,MA"
"Capital_Cities.txt",9,"CarsonCity,NV",10000,"Greedy 1",745,783,9990.061887,0.034834,"CarsonCity,NV -> Albany,NY -> Annapolis,MD -> Cheyenne,WY -> Nashville,TN -> Helena,MT -> Salem,OR -> OklahomaCity,OK -> SaltLakeCity,UT -> CarsonCity,NV"
"Capital_Cities.txt",9,"CarsonCity,NV",10000,"Greedy 2",2173,2211,9688.858361,0.117583,"CarsonCity,NV -> Salem,OR -> Olympia,WA -> Helena,MT -> SaltLakeCity,UT -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> OklahomaCity,OK -> JeffersonCity,MO -> Springfield,IL -> Indianapolis,IN -> Columbus,OH -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Augusta,ME -> Providence,RI -> Boston,MA -> Lansing,MI -> Madison,WI -> DesMoines,IA -> Lincoln,NE -> Topeka,KS -> Jackson,MS -> BatonRouge,LA -> Austin,TX -> Phoenix,AZ -> Sacramento,CA -> CarsonCity,NV"
"Capital_Cities.txt",9,"CarsonCity,NV",10000,"P-MARL",2030,2068,9726.096495,4583.275125,"CarsonCity,NV -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> OklahomaCity,OK -> Topeka,KS -> Lincoln,NE -> DesMoines,IA -> JeffersonCity,MO -> Springfield,IL -> Indianapolis,IN -> Columbus,OH -> Albany,NY -> Concord,NH -> Boston,MA -> Providence,RI -> Augusta,ME -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Columbia,SC -> Atlanta,GA -> Nashville,TN -> Jackson,MS -> BatonRouge,LA -> Austin,TX -> Salem,OR -> Olympia,WA -> Helena,MT -> SaltLakeCity,UT -> Sacramento,CA -> CarsonCity,NV"
"Capital_Cities.txt",10,"Charleston,WV",10000,"Greedy 1",1066,1082,9992.311504,0.029708,"Charleston,WV -> Albany,NY -> Annapolis,MD -> Cheyenne,WY -> Nashville,TN -> Helena,MT -> Salem,OR -> Indianapolis,IN -> OklahomaCity,OK -> Atlanta,GA -> Columbia,SC -> Columbus,OH -> Lansing,MI -> Frankfort,KY -> Charleston,WV"
"Capital_Cities.txt",10,"Charleston,WV",10000,"Greedy 2",2116,2132,9854.884370,0.121166,"Charleston,WV -> Columbus,OH -> Indianapolis,IN -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Augusta,ME -> Providence,RI -> Boston,MA -> Lansing,MI -> Springfield,IL -> JeffersonCity,MO -> OklahomaCity,OK -> Austin,TX -> Jackson,MS -> BatonRouge,LA -> Tallahassee,FL -> Montgomery,AL -> LittleRock,AR -> Topeka,KS -> Lincoln,NE -> DesMoines,IA -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> SaltLakeCity,UT -> Helena,MT -> Pierre,SD -> Madison,WI -> Frankfort,KY -> Charleston,WV"
"Capital_Cities.txt",10,"Charleston,WV",10000,"P-MARL",1690,1706,9998.711106,4827.900500,"Charleston,WV -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Augusta,ME -> Providence,RI -> Boston,MA -> Hartford,CT -> Harrisburg,PA -> Jackson,MS -> BatonRouge,LA -> Austin,TX -> LittleRock,AR -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Raleigh,NC -> Richmond,VA -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> SaltLakeCity,UT -> Helena,MT -> Boise,ID -> Salem,OR -> Olympia,WA -> Pierre,SD -> Charleston,WV"
"Capital_Cities.txt",11,"Cheyenne,WY",10000,"Greedy 1",940,1132,9978.904272,0.048833,"Cheyenne,WY -> Albany,NY -> Annapolis,MD -> Nashville,TN -> Helena,MT -> Salem,OR -> Indianapolis,IN -> OklahomaCity,OK -> SaltLakeCity,UT -> SantaFe,NM -> JeffersonCity,MO -> Denver,CO -> Cheyenne,WY"
"Capital_Cities.txt",11,"Cheyenne,WY",10000,"Greedy 2",2089,2281,9891.994327,0.105750,"Cheyenne,WY -> Denver,CO -> SantaFe,NM -> OklahomaCity,OK -> JeffersonCity,MO -> Springfield,IL -> Indianapolis,IN -> Columbus,OH -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Augusta,ME -> Providence,RI -> Boston,MA -> Lansing,MI -> Madison,WI -> DesMoines,IA -> Lincoln,NE -> Topeka,KS -> Jackson,MS -> BatonRouge,LA -> Austin,TX -> SaltLakeCity,UT -> Helena,MT -> Salem,OR -> Olympia,WA -> Boise,ID -> Pierre,SD -> Cheyenne,WY"
"Capital_Cities.txt",11,"Cheyenne,WY",10000,"P-MARL",1889,2081,9561.385135,4558.236292,"Cheyenne,WY -> Denver,CO -> SantaFe,NM -> OklahomaCity,OK -> Topeka,KS -> Lincoln,NE -> DesMoines,IA -> Springfield,IL -> Indianapolis,IN -> Columbus,OH -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Augusta,ME -> Providence,RI -> Boston,MA -> Jackson,MS -> BatonRouge,LA -> Austin,TX -> LittleRock,AR -> JeffersonCity,MO -> Pierre,SD -> Bismarck,ND -> Helena,MT -> Boise,ID -> Salem,OR -> Olympia,WA -> SaltLakeCity,UT -> Phoenix,AZ -> Cheyenne,WY"
"Capital_Cities.txt",12,"Columbia,SC",10000,"Greedy 1",945,1109,9873.527134,0.029917,"Columbia,SC -> Albany,NY -> Annapolis,MD -> Cheyenne,WY -> Nashville,TN -> Helena,MT -> Salem,OR -> Indianapolis,IN -> OklahomaCity,OK -> Atlanta,GA -> Columbus,OH -> Raleigh,NC -> Columbia,SC"
"Capital_Cities.txt",12,"Columbia,SC",10000,"Greedy 2",2042,2206,9948.529193,0.119792,"Columbia,SC -> Atlanta,GA -> Nashville,TN -> Indianapolis,IN -> Columbus,OH -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Augusta,ME -> Providence,RI -> Boston,MA -> Lansing,MI -> Springfield,IL -> JeffersonCity,MO -> OklahomaCity,OK -> Austin,TX -> Jackson,MS -> BatonRouge,LA -> Tallahassee,FL -> Montgomery,AL -> LittleRock,AR -> Topeka,KS -> Lincoln,NE -> DesMoines,IA -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> SaltLakeCity,UT -> Helena,MT -> Pierre,SD -> Madison,WI -> Frankfort,KY -> Charleston,WV -> Columbia,SC"
"Capital_Cities.txt",12,"Columbia,SC",10000,"P-MARL",2125,2289,9835.343915,4660.208250,"Columbia,SC -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Boston,MA -> Providence,RI -> Augusta,ME -> Richmond,VA -> Raleigh,NC -> Tallahassee,FL -> Jackson,MS -> BatonRouge,LA -> Austin,TX -> OklahomaCity,OK -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> SaltLakeCity,UT -> Helena,MT -> Boise,ID -> Bismarck,ND -> Pierre,SD -> Lincoln,NE -> Topeka,KS -> JeffersonCity,MO -> Springfield,IL -> DesMoines,IA -> Madison,WI -> Lansing,MI -> Frankfort,KY -> Indianapolis,IN -> Columbus,OH -> Atlanta,GA -> Nashville,TN -> Columbia,SC"
"Capital_Cities.txt",13,"Columbus,OH",10000,"Greedy 1",1002,1156,9932.279540,0.031583,"Columbus,OH -> Albany,NY -> Annapolis,MD -> Cheyenne,WY -> Nashville,TN -> Helena,MT -> Salem,OR -> Indianapolis,IN -> OklahomaCity,OK -> Atlanta,GA -> Columbia,SC -> Springfield,IL -> Frankfort,KY -> Columbus,OH"
"Capital_Cities.txt",13,"Columbus,OH",10000,"Greedy 2",1972,2126,9997.421869,0.116083,"Columbus,OH -> Indianapolis,IN -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Augusta,ME -> Providence,RI -> Boston,MA -> Lansing,MI -> Springfield,IL -> JeffersonCity,MO -> OklahomaCity,OK -> Austin,TX -> Jackson,MS -> BatonRouge,LA -> Tallahassee,FL -> Montgomery,AL -> LittleRock,AR -> Topeka,KS -> Lincoln,NE -> DesMoines,IA -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> SaltLakeCity,UT -> Helena,MT -> Boise,ID -> Columbus,OH"
"Capital_Cities.txt",13,"Columbus,OH",10000,"P-MARL",2086,2240,9999.802188,4976.254416,"Columbus,OH -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Albany,NY -> Concord,NH -> Augusta,ME -> Boston,MA -> Providence,RI -> Hartford,CT -> Richmond,VA -> Raleigh,NC -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> SaltLakeCity,UT -> Boise,ID -> Helena,MT -> Bismarck,ND -> Pierre,SD -> OklahomaCity,OK -> Austin,TX -> BatonRouge,LA -> Jackson,MS -> LittleRock,AR -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Indianapolis,IN -> Springfield,IL -> JeffersonCity,MO -> Topeka,KS -> Lincoln,NE -> DesMoines,IA -> Lansing,MI -> Frankfort,KY -> Columbus,OH"
"Capital_Cities.txt",14,"Concord,NH",10000,"Greedy 1",1135,1259,9936.041249,0.030083,"Concord,NH -> Albany,NY -> Annapolis,MD -> Cheyenne,WY -> Nashville,TN -> Helena,MT -> Salem,OR -> Indianapolis,IN -> OklahomaCity,OK -> Atlanta,GA -> Columbia,SC -> Columbus,OH -> Augusta,ME -> Providence,RI -> Boston,MA -> Concord,NH"
"Capital_Cities.txt",14,"Concord,NH",10000,"Greedy 2",1933,2057,9999.791054,0.125000,"Concord,NH -> Albany,NY -> Annapolis,MD -> Dover,DE -> Trenton,NJ -> Providence,RI -> Boston,MA -> Augusta,ME -> Columbus,OH -> Indianapolis,IN -> Nashville,TN -> Atlanta,GA -> Columbia,SC -> Raleigh,NC -> Richmond,VA -> Lansing,MI -> Springfield,IL -> JeffersonCity,MO -> OklahomaCity,OK -> Austin,TX -> Jackson,MS -> BatonRouge,LA -> Tallahassee,FL -> Montgomery,AL -> LittleRock,AR -> Topeka,KS -> Lincoln,NE -> DesMoines,IA -> Cheyenne,WY -> Denver,CO -> SantaFe,NM -> Pierre,SD -> Madison,WI -> Harrisburg,PA -> Hartford,CT -> Concord,NH"
